g_1_OdhslndE,Cymru Premier,"",27.9. 2022,TNS,Flint,6-2,"(2),(0)",Wales,Cymru Premier,2022
g_1_tYSdtzw8,Cymru Premier,"",27.9. 2022,Aberystwyth,Airbus,2-1,"(1),(0)",Wales,Cymru Premier,2022
g_1_4vOcHGQd,Liga 2 - First round,"",27.9. 2022,Gresik,Persipa Pati,2-0,"(1),(0)",Indonesia,Liga 2,2022
g_1_nmuQo3D7,Serie D - Group A,"",27.9. 2022,Sanremese,Castanese,1-1,"(1),(0)",Italy,Serie D,2022
g_1_4xNXivzs,Serie D - Group A,"",27.9. 2022,Vado,Chieri,1-0,"(1),(0)",Italy,Serie D,2022
g_1_bkNL9vbj,Serie D - Group C,"",27.9. 2022,Villafranca,Legnago Salus,1-1,"(0),(0)",Italy,Serie D,2022
g_1_d07sVxqC,Serie D - Group D,"",27.9. 2022,Corticella,Mezzolara,1-2,"(1),(1)",Italy,Serie D,2022
g_1_6BAVQguI,Serie D - Group E,"",27.9. 2022,Poggibonsi,Orvietana,2-2,"(1),(1)",Italy,Serie D,2022
g_1_lpHFWY7m,Serie D - Group G,"",27.9. 2022,Aprilia,Sorrento,0-2,"(0),(2)",Italy,Serie D,2022
g_1_SYdigLS1,Optibet Virsliga,"",27.9. 2022,BFC Daugavpils,RFS,1-3,"(1),(1)",Latvia,Optibet Virsliga,2022
g_1_rBYfyMLi,LFA First Division,"",27.9. 2022,LISCR FC,Watanga,1-2,"",Liberia,Lfa First Division,2022
g_1_Kh5ULp8n,A Lyga,"",27.9. 2022,Zalgiris,Suduva,1-0,"(1),(0)",Lithuania,A Lyga,2022
g_1_2uqO1T5A,Primera Nacional,"",27.9. 2022,Ferro,Estudiantes Rio Cuarto,0-0,"(0),(0)",Argentina,Primera Nacional,2022
g_1_YaeB4VLi,Primera Nacional,"",27.9. 2022,Atletico Atlanta,Chaco For Ever,3-1,"(1),(0)",Argentina,Primera Nacional,2022
g_1_z1Br3XHo,Copa Argentina,"",27.9. 2022,Banfield,Godoy Cruz,2-1,"(1),(1),1,1",Argentina,Copa Argentina,2022
g_1_YVgCXBFl,Reserve League - Second stage,"",27.9. 2022,Independiente 2,Arsenal Sarandi 2,1-1,"(0),(1)",Argentina,Reserve League,2022
g_1_EPqjq9E0,Reserve League - Second stage,"",27.9. 2022,Defensa y Justicia 2,Platense 2,0-1,"(0),(0)",Argentina,Reserve League,2022
g_1_KSk8Yi0r,Reserve League - Second stage,"",27.9. 2022,Newells Old Boys 2,Union de Santa Fe 2,0-1,"(0),(0)",Argentina,Reserve League,2022
g_1_f9QI0KGl,Primera A Women,"",27.9. 2022,Platense W,San Lorenzo W,2-1,"(0),(0)",Argentina,Primera A Women,2022
g_1_SMOQbbo1,Primera A Women,"",27.9. 2022,CA Estudiantes W,River Plate W,2-1,"(0),(0)",Argentina,Primera A Women,2022
g_1_EqnGKwKT,Copa do Brasil U20,"",27.9. 2022,Coritiba U20,Londrina U20,1-2,"(1),(2)",Brazil,Copa Do Brasil U20,2022
g_1_vuaBjv4c,Copa do Brasil U20,"",27.9. 2022,Cruzeiro U20,Real Brasilia U20,8-0,"(3),(0)",Brazil,Copa Do Brasil U20,2022
g_1_KO3QArf5,Canadian Premier League,"",27.9. 2022,HFX Wanderers,Pacific FC,0-2,"(0),(1)",Canada,Canadian Premier League,2022
g_1_UcZcsmwj,Chilean Cup,"",27.9. 2022,U. Espanola,Antofagasta,4-1,"(1),(1)",Chile,Chilean Cup,2022
g_1_QgtymVT2,Jia League,"",27.9. 2022,Shanghai Jiading Huilong,Qingdao Youth Island,3-2,"(1),(1)",China,Jia League,2022
g_1_Ol2hOoi2,Jia League,"",27.9. 2022,Guangxi Pingguo Haliao,Jiangxi Beidamen,0-1,"(0),(0)",China,Jia League,2022
g_1_2sWGJrGr,Primera A - Clausura,"",27.9. 2022,Atl. Nacional,Patriotas,1-0,"(1),(0)",Colombia,Primera A,2022
g_1_Gz13oMXj,Primera B - Clausura,"",27.9. 2022,Boca Juniors,Atletico F.C.,0-0,"(0),(0)",Colombia,Primera B,2022
g_1_6Xq0aXMR,Primera Division - Apertura,"",27.9. 2022,Grecia,Herediano,1-2,"(1),(1)",Costa Rica,Primera Division,2022
g_1_CONkn0Y4,Croatian Cup,"",27.9. 2022,Borinci,D. Zagreb,0-4,"(0),(3)",Croatia,Croatian Cup,2022
g_1_zRbWNUTQ,Jihocesky KP,"",27.9. 2022,Rudolfov,Prachatice,3-0,"(0),(0)",Czech Republic,Jihocesky Kp,2022
g_1_ULwDHypH,League Two,"",27.9. 2022,Grimsby,Carlisle,1-2,"(0),(2)",England,League Two,2022
g_1_QZNnbNOO,National League North,"",27.9. 2022,AFC Fylde,Spennymoor,2-2,"(0),(0)",England,National League North,2022
g_1_vwCUM61P,National League North,"",27.9. 2022,AFC Telford,Brackley Town,0-1,"(0),(0)",England,National League North,2022
g_1_Gb3dIQ9t,National League North,"",27.9. 2022,Alfreton,Peterborough Sports,2-2,"(1),(0)",England,National League North,2022
g_1_bNh1HpPn,National League North,"",27.9. 2022,Banbury,Gloucester,1-1,"(0),(0)",England,National League North,2022
g_1_xEi5G4vg,National League North,"",27.9. 2022,Buxton,Kidderminster,1-1,"(0),(0)",England,National League North,2022
g_1_6md9FOga,National League North,"",27.9. 2022,Chorley,Chester,2-2,"(0),(1)",England,National League North,2022
g_1_pveDEr95,National League North,"",27.9. 2022,Curzon Ashton,Scarborough,2-0,"(1),(0)",England,National League North,2022
g_1_S2pID2OB,National League North,"",27.9. 2022,Darlington,Blyth,1-0,"(0),(0)",England,National League North,2022
g_1_vwlMCMwI,National League North,"",27.9. 2022,Farsley,Boston Utd,0-2,"(0),(2)",England,National League North,2022
g_1_YamQBtgO,National League North,"",27.9. 2022,Hereford,Leamington,0-0,"(0),(0)",England,National League North,2022
g_1_CjnUA08U,National League North,"",27.9. 2022,Kettering,King’s Lynn,1-0,"(1),(0)",England,National League North,2022
g_1_bXs9F695,National League South,"",27.9. 2022,Braintree,St. Albans,1-0,"(0),(0)",England,National League South,2022
g_1_tdXDEQOB,National League South,"",27.9. 2022,Cheshunt,Dulwich Hamlet,0-3,"(0),(2)",England,National League South,2022
g_1_KnWHDpvI,National League South,"",27.9. 2022,Chippenham,Slough,0-1,"(0),(0)",England,National League South,2022
g_1_lMzMC4gO,National League South,"",27.9. 2022,Concord,Worthing,1-1,"(0),(1)",England,National League South,2022
g_1_SCZPBO8U,National League South,"",27.9. 2022,Dartford,Eastbourne Boro,2-1,"(1),(1)",England,National League South,2022
